"latitude","longitude"
41.395201,2.161774
41.379461,2.176966
41.382319,2.173748
41.382331,2.173715
41.381864,2.177546
41.400341,2.177709
41.400389,2.177687
41.400365,2.177666
41.392301,2.172902
41.391472,2.165091
41.382046,2.171143
41.3869,2.170048
41.387117,2.170284
41.386948,2.169877
41.412575,2.154779
41.41293,2.15126
41.386983,2.170186
41.386983,2.170186
41.386983,2.170186
41.391064,2.160326
41.375939,2.177621
41.378374,2.189986
41.393696,2.162868
41.393696,2.162868
41.393696,2.162868
41.393696,2.162868
41.393696,2.162868
41.393696,2.162868
41.393696,2.162868
41.382582,2.183241
41.393696,2.162868
41.368177,2.149372
41.393696,2.162868
41.383772,2.182036
41.395322,2.161694
41.393145,2.159425
41.397934,2.162632
41.407088,2.15112
41.407088,2.15112
41.389273,2.136594
41.388811,2.135263
41.388972,2.133214
41.375226,2.180474
41.389293,2.140059
41.409083,2.130457
41.411666,2.220364
41.365278,2.165679
41.365278,2.165679
41.365278,2.165679
41.365278,2.165679
41.365278,2.165679
41.365278,2.165679
41.377098,2.136454
41.384375,2.175722
41.380753,2.17173
41.383055,2.166795
41.385719,2.170049
41.387499,2.169456
41.385719,2.170049
41.387241,2.168083
41.385719,2.170049
41.385719,2.170049
41.385719,2.170049
41.385719,2.170049
41.385719,2.170049
41.378161,2.131218
41.381107,2.177428
41.399833,2.194004
41.384009,2.172203
41.383957,2.172213
41.37705,2.136454
41.37808,2.131175
41.377146,2.136368
41.377194,2.136411
41.377178,2.136368
41.377082,2.136368
41.37713,2.136497
41.374586,2.181923
41.37808,2.131175
41.383989,2.172288
41.381815,2.190785
41.380399,2.177224
41.3813,2.177481
41.378064,2.131175
41.384536,2.175679
41.384488,2.175593
41.378144,2.169907
41.381775,2.165465
41.366462,2.186987
41.367662,2.187244
41.380382,2.177224
41.367855,2.159762
41.414539,2.152805
41.383361,2.175421
41.382798,2.166001
41.383031,2.166001
41.383079,2.166731
41.382459,2.176237
41.382315,2.175378
41.382733,2.176666
41.368306,2.189583
41.403338,2.174434
41.372718,2.150487
41.383071,2.175378
41.376003,2.184047
41.376438,2.185506
41.376196,2.179412
41.391636,2.205033
41.391583,2.164961
41.37455,2.149511
41.382532,2.177084
41.366309,2.1548
41.377323,2.141904
41.386826,2.171505
41.390553,2.181247
41.393378,2.159564
41.384512,2.175861
41.370939,2.151281
41.399314,2.213487
41.383208,2.176322
41.388428,2.183951
41.384399,2.175496
41.382761,2.177073
41.390195,2.182137
41.370818,2.150895
41.367944,2.139458
41.419165,2.162139
41.369337,2.139201
41.40574,2.217103
41.403153,2.217822
41.395893,2.203037
41.395893,2.203037
41.395893,2.203037
41.395893,2.203037
41.395893,2.203037
41.395893,2.203037
41.395789,2.203037
41.395829,2.203166
41.396111,2.203316
41.396151,2.20323
41.396038,2.20323
41.395982,2.203166
41.378551,2.156399
41.378551,2.156399
41.36891,2.145702
41.366985,2.145037
41.37118,2.150273
41.373475,2.152075
41.373209,2.151603
41.37391,2.149844
41.367952,2.136754
41.365456,2.151303
41.365536,2.15126
41.365536,2.150959
41.365584,2.150959
41.365617,2.150874
41.388625,2.187309
41.394533,2.161946
41.369015,2.136797
41.386947,2.169971
41.386967,2.169928
41.387305,2.169853
41.391096,2.163373
41.374981,2.149168
41.370279,2.138568
41.383003,2.171688
41.395258,2.157847
41.370504,2.172739
41.375359,2.179498
41.381976,2.172245
41.387293,2.181462
41.367199,2.138578
41.372428,2.137817
41.369606,2.152955
41.374924,2.148696
41.373825,2.149994
41.373902,2.149887
41.382858,2.182309
41.365214,2.187395
41.403772,2.172353
41.380157,2.176902
41.380548,2.177267
41.380201,2.17481
41.383184,2.167396
41.383184,2.167396
41.383184,2.167396
41.381107,2.176805
41.379127,2.181365
41.379127,2.181365
41.382504,2.173651
41.386017,2.169756
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.378547,2.187223
41.371164,2.151732
41.376937,2.180528
41.38254,2.177782
41.38254,2.177782
41.38254,2.177782
41.384166,2.178499
41.41404,2.152359
41.410214,2.14737
41.375665,2.180429
41.37643,2.176417
41.407719,2.160791
41.371688,2.151217
41.365439,2.165679
41.36486,2.162761
41.36486,2.162761
41.36486,2.162761
41.364795,2.163105
41.364795,2.163105
41.364795,2.163105
41.364795,2.163105
41.386661,2.1701
41.386935,2.170057
41.387016,2.169885
41.382282,2.176537
41.386211,2.17246
41.384326,2.182374
41.380157,2.173147
41.391491,2.163877
41.417693,2.152376
41.386686,2.169563
41.38312,2.16686
41.389076,2.153491
41.383124,2.167557
41.382339,2.172203
41.413888,2.152676
41.371629,2.151947
41.409389,2.160798
41.376905,2.177009
41.402605,2.158513
41.410958,2.220976
41.395288,2.161742
41.418739,2.15759
41.402899,2.173549
41.368725,2.150423
41.365858,2.152376
41.370577,2.155208
41.365858,2.152376
41.365858,2.152376
41.36829,2.15229
41.365858,2.152376
41.370577,2.155208
41.382624,2.153351
41.383546,2.190892
41.383506,2.190914
41.383498,2.190763
41.409421,2.220847
41.422753,2.193435
41.381799,2.171688
41.395242,2.161839
41.399056,2.212715
41.376261,2.178425
41.411224,2.220182
41.365085,2.161388
41.366341,2.162675
41.367952,2.163791
41.36796,2.164156
41.367726,2.163619
41.384287,2.178264
41.383776,2.182438
41.382459,2.194797
41.388014,2.190141
41.374457,2.183017
41.400119,2.155294
41.365254,2.169499
41.366084,2.169885
41.394099,2.156152
41.395708,2.140617
41.395741,2.140703
41.396883,2.200269
41.38782,2.179498
41.387941,2.179327
41.374522,2.190828
41.396292,2.199293
41.387949,2.139673
41.386919,2.167868
41.392875,2.199068
41.387945,2.180582
41.387257,2.180507
41.388811,2.172074
41.389833,2.167654
41.410902,2.220439
41.401471,2.213573
41.387209,2.168512
41.387305,2.16834
41.387949,2.168254
41.371108,2.189455
41.377001,2.191472
41.378503,2.175357
41.397109,2.20057
41.371873,2.18954
41.377339,2.191858
41.426591,2.158867
41.401986,2.191987
41.403,2.192201
41.390525,2.156753
41.385518,2.198767
41.382685,2.167224
41.36238,2.151775
41.365504,2.155723
41.418079,2.154779
41.387333,2.164667
41.380069,2.175378
41.365448,2.132356
41.385695,2.169542
41.385695,2.169542
41.385695,2.169542
41.385695,2.169542
41.385695,2.169542
41.385695,2.169542
41.385695,2.169542
41.387692,2.168383
41.379039,2.16068
41.379049,2.160682
41.3851,2.179584
41.40617,2.220182
41.40617,2.220182
41.372589,2.180871
41.395233,2.161742
41.395233,2.161742
41.395233,2.161742
41.410033,2.174091
41.377533,2.191933
41.370882,2.181472
41.381369,2.178141
41.414362,2.153438
41.380117,2.175314
41.373491,2.178468
41.383183,2.171577
41.38055,2.175141
41.38278,2.183569
41.376059,2.1489
41.414676,2.15487
41.414676,2.15487
41.414676,2.15487
41.372034,2.151582
41.372034,2.151582
41.379,2.175166
41.383916,2.178136
41.388384,2.198359
41.388384,2.198359
41.388384,2.198359
41.381687,2.164649
41.411787,2.221555
41.411787,2.221555
41.411787,2.221555
41.411787,2.221555
41.411787,2.221555
41.411787,2.221555
41.388022,2.170089
41.388022,2.170089
41.388022,2.170089
41.411787,2.221555
41.411787,2.221555
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.36949,2.148165
41.420718,2.147955
41.420718,2.147955
41.375874,2.142414
41.387144,2.169671
41.374989,2.190485
41.375874,2.142414
41.38547,2.19778
41.382667,2.177167
41.38,2.141666
41.416833,2.172833
41.375874,2.142414
41.385092,2.163963
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
41.387144,2.169671
